2022,1,408.22,NULL,NULL
2022,1,1455.59,408.22,256.57
2022,1,905.23,1455.59,-37.81
2022,1,1370.41,905.23,51.39
2022,1,859.28,1370.41,-37.30
2022,1,130.85,859.28,-84.77
2022,1,1531.59,130.85,1070.49
2022,1,1539.51,1531.59,0.52
2022,1,833.44,1539.51,-45.86
2022,1,844.53,833.44,1.33
2022,1,689.73,844.53,-18.33
2022,1,1054.51,689.73,52.89
2022,1,896.26,1054.51,-15.01
2022,1,518.73,896.26,-42.12
2022,1,1225.76,518.73,136.30
2022,1,720.47,1225.76,-41.22
2022,1,1221.22,720.47,69.50
2022,1,683.58,1221.22,-44.02
2022,1,693.95,683.58,1.52
2022,1,882.65,693.95,27.19
2022,1,1225.88,882.65,38.89
2022,1,940.21,1225.88,-23.30
2022,1,1432.45,940.21,52.35
2022,1,1187.17,1432.45,-17.12
2022,1,823.10,1187.17,-30.67
2022,1,81.15,823.10,-90.14
2022,1,1169.96,81.15,1341.73
2022,1,1071.43,1169.96,-8.42
2022,1,1428.64,1071.43,33.34
2022,1,1145.70,1428.64,-19.80
2022,1,650.32,1145.70,-43.24
2022,1,984.89,650.32,51.45
2022,1,802.38,984.89,-18.53
2022,1,236.37,802.38,-70.54
2022,1,1546.01,236.37,554.06
2022,1,218.83,1546.01,-85.85
2022,1,290.76,218.83,32.87
2022,1,869.85,290.76,199.16
2022,1,1046.47,869.85,20.30
2022,1,1212.16,1046.47,15.83
2022,1,192.17,1212.16,-84.15
2022,1,758.88,192.17,294.90
2022,1,282.50,758.88,-62.77
2022,1,464.26,282.50,64.34
2022,1,1226.35,464.26,164.15
2022,1,1238.38,1226.35,0.98
2022,1,157.87,1238.38,-87.25
2022,1,1172.24,157.87,642.53
2022,1,898.18,1172.24,-23.38
2022,1,1229.44,898.18,36.88
2022,1,1479.38,1229.44,20.33
2022,1,1011.71,1479.38,-31.61
2022,1,410.37,1011.71,-59.44
2022,1,850.36,410.37,107.22
2022,1,1454.97,850.36,71.10
2022,1,238.27,1454.97,-83.62
2022,1,1012.18,238.27,324.80
2022,1,966.32,1012.18,-4.53
2022,1,1433.37,966.32,48.33
2022,1,262.81,1433.37,-81.66
2022,1,1404.46,262.81,434.40
2022,1,535.93,1404.46,-61.84
2022,1,1321.67,535.93,146.61
2022,1,564.42,1321.67,-57.29
2022,1,544.03,564.42,-3.61
2022,1,313.91,544.03,-42.30
2022,1,78.04,313.91,-75.14
2022,1,169.30,78.04,116.94
2022,1,1191.14,169.30,603.57
2022,1,147.69,1191.14,-87.60
2022,1,390.72,147.69,164.55
2022,1,1546.08,390.72,295.70
2022,1,741.97,1546.08,-52.01
2022,1,405.68,741.97,-45.32
2022,1,720.02,405.68,77.48
2022,1,491.91,720.02,-31.68
2022,1,51.65,491.91,-89.50
2022,1,341.28,51.65,560.76
2022,1,869.49,341.28,154.77
2022,1,1029.44,869.49,18.40
2022,1,1033.50,1029.44,0.39
2022,1,639.13,1033.50,-38.16
2022,1,823.44,639.13,28.84
2022,1,905.51,823.44,9.97
2022,1,1527.83,905.51,68.73
2022,1,350.36,1527.83,-77.07
2022,1,785.10,350.36,124.08
2022,1,1027.71,785.10,30.90
2022,1,79.84,1027.71,-92.23
2022,1,602.57,79.84,654.72
2022,1,980.21,602.57,62.67
2022,1,525.28,980.21,-46.41
2022,1,1352.25,525.28,157.43
2022,1,670.01,1352.25,-50.45
2022,1,445.31,670.01,-33.54
2022,1,1202.94,445.31,170.14
2022,1,270.44,1202.94,-77.52
2022,1,256.48,270.44,-5.16
2022,1,1464.54,256.48,471.02
2022,1,877.49,1464.54,-40.08
2022,1,879.20,877.49,0.19
2022,1,1179.57,879.20,34.16
2022,1,274.96,1179.57,-76.69
2022,1,570.52,274.96,107.49
2022,1,715.84,570.52,25.47
2022,1,284.91,715.84,-60.20
2022,1,754.13,284.91,164.69
2022,1,1171.32,754.13,55.32
2022,1,1282.24,1171.32,9.47
2022,1,161.05,1282.24,-87.44
2022,1,1489.87,161.05,825.10
2022,1,381.80,1489.87,-74.37
2022,1,1082.03,381.80,183.40
2022,1,152.78,1082.03,-85.88
2022,1,1488.55,152.78,874.31
2022,1,1047.62,1488.55,-29.62
2022,1,642.53,1047.62,-38.67
2022,1,402.51,642.53,-37.36
2022,1,466.95,402.51,16.01
2022,1,1284.91,466.95,175.17
2022,1,933.18,1284.91,-27.37
2022,1,716.99,933.18,-23.17
2022,1,586.13,716.99,-18.25
2022,1,1319.46,586.13,125.11
2022,1,653.49,1319.46,-50.47
2022,1,997.87,653.49,52.70
2022,1,792.67,997.87,-20.56
2022,1,573.55,792.67,-27.64
2022,1,583.44,573.55,1.72
2022,1,1175.94,583.44,101.55
2022,1,250.00,1175.94,-78.74
2022,1,193.69,250.00,-22.52
2022,1,822.79,193.69,324.80
2022,1,756.73,822.79,-8.03
2022,1,492.75,756.73,-34.88
2022,1,1068.13,492.75,116.77
2022,1,51.25,1068.13,-95.20
2022,1,966.93,51.25,1786.69
2022,1,131.37,966.93,-86.41
2022,1,166.89,131.37,27.04
2022,1,1050.61,166.89,529.52
2022,1,994.69,1050.61,-5.32
2022,1,668.89,994.69,-32.75
2022,1,1132.31,668.89,69.28
2022,1,835.35,1132.31,-26.23
2022,1,1518.03,835.35,81.72
2022,1,904.23,1518.03,-40.43
2022,1,922.86,904.23,2.06
2022,1,946.02,922.86,2.51
2022,1,333.86,946.02,-64.71
2022,1,572.42,333.86,71.46
2022,1,1141.35,572.42,99.39
2022,1,102.53,1141.35,-91.02
2022,1,143.15,102.53,39.62
2022,1,938.66,143.15,555.72
2022,1,1483.98,938.66,58.10
2022,1,224.27,1483.98,-84.89
2022,1,1091.63,224.27,386.75
2022,1,952.81,1091.63,-12.72
2022,1,814.07,952.81,-14.56
2022,1,998.44,814.07,22.65
2022,1,132.59,998.44,-86.72
2022,1,69.21,132.59,-47.80
2022,1,75.20,69.21,8.65
2022,1,1241.13,75.20,1550.44
2022,1,1269.34,1241.13,2.27
2022,1,998.88,1269.34,-21.31
2022,1,1333.43,998.88,33.49
2022,1,175.12,1333.43,-86.87
2022,1,1332.83,175.12,661.10
2022,1,915.78,1332.83,-31.29
2022,1,1362.44,915.78,48.77
2022,1,127.28,1362.44,-90.66
2022,1,1425.37,127.28,1019.87
2022,1,1081.32,1425.37,-24.14
2022,1,609.89,1081.32,-43.60
2022,1,138.67,609.89,-77.26
2022,1,284.56,138.67,105.21
2022,1,475.42,284.56,67.07
2022,1,601.43,475.42,26.50
2022,1,1408.24,601.43,134.15
2022,1,361.36,1408.24,-74.34
2022,1,259.64,361.36,-28.15
2022,1,1500.38,259.64,477.87
